date,team,odds,prob,ev,stake,won,gain,bankroll
,brooklyn nets,1.62,0.5725341127314545,-0.07249473737504364,0.0,1,0.0,497.7784809575859
,cleveland cavaliers,1.41,0.7811519656076059,0.10142427150672428,24.888924047879296,0,-24.888924047879296,472.8895569097066
,new york knicks,1.34,0.719496969895152,-0.03587406034049628,0.0,0,-0.0,472.8895569097066
,miami heat,1.34,0.6844743230203179,-0.08280440715277401,0.0,0,-0.0,472.8895569097066
,dallas mavericks,1.29,0.6932263627479384,-0.10573799205515949,0.0,1,0.0,472.8895569097066
,new orleans pelicans,1.86,0.5803327668624434,0.07941894636414476,23.64447784548533,1,20.334250947117386,493.22380785682395
,denver nuggets,1.37,0.6568823822981276,-0.10007113625156516,0.0,1,0.0,493.22380785682395
,phoenix suns,2.02,0.6337558814748908,0.28018688057927943,24.6611903928412,0,-24.6611903928412,468.56261746398275
,sacramento kings,1.24,0.7448909752700897,-0.07633519066508873,0.0,0,-0.0,468.56261746398275
,los angeles lakers,1.57,0.7138569445877381,0.12075540300274884,23.428130873199137,0,-23.428130873199137,445.1344865907836
,new york knicks,1.92,0.6237911409054133,0.19767899053839355,22.256724329539182,0,-22.256724329539182,422.8777622612444
,dallas mavericks,1.28,0.7738278318582948,-0.009500375221382584,0.0,1,0.0,422.8777622612444
,milwaukee bucks,2.49,0.4123645943883733,0.026787840027049703,7.6026723801684355,0,-7.6026723801684355,415.275089881076
,golden state warriors,2.88,0.5000174097569448,0.4400501401000009,20.7637544940538,1,39.03585844882114,454.31094832989714
,phoenix suns,2.22,0.4267097329024019,-0.052704392956667734,0.0,0,-0.0,454.31094832989714
,cleveland cavaliers,1.64,0.5861326748509411,-0.03874241324445665,0.0,0,-0.0,454.31094832989714
,detroit pistons,2.53,0.3646457736676146,-0.07744619262093522,0.0,0,-0.0,454.31094832989714
,miami heat,1.77,0.6479386669389494,0.1468514404819405,22.715547416494857,1,17.49097151070104,471.8019198405982
,chicago bulls,1.29,0.7086539294816977,-0.08583643096860993,0.0,0,-0.0,471.8019198405982
,new orleans pelicans,1.67,0.7490785770909777,0.25096122374193275,23.590095992029912,1,15.80536431466004,487.60728415525824
,utah jazz,1.43,0.6488019893018712,-0.07221315529832428,0.0,0,-0.0,487.60728415525824
,portland trail blazers,1.39,0.6553125746038576,-0.08911552130063799,0.0,1,0.0,487.60728415525824
,orlando magic,1.53,0.6441991882669653,-0.01437524195154305,0.0,0,-0.0,487.60728415525824
,philadelphia 76ers,1.43,0.6241615253994259,-0.10744901867882095,0.0,0,-0.0,487.60728415525824
,boston celtics,1.03,0.8762597222606716,-0.09745248607150822,0.0,1,0.0,487.60728415525824
,los angeles clippers,2.13,0.44415524535739176,-0.053949327388755575,0.0,1,0.0,487.60728415525824
,phoenix suns,3.05,0.3975866009968237,0.21263913304031212,24.380364207762913,1,49.97974662591397,537.5870307811722
,oklahoma city thunder,1.3,0.6526361154420898,-0.15157304992528328,0.0,1,0.0,537.5870307811722
,new york knicks,2.52,0.43117023545508626,0.08654899334681743,26.87935153905861,0,-26.87935153905861,510.70767924211356
,golden state warriors,1.41,0.7789119015893835,0.09826578124103069,25.53538396210568,1,10.469507424463327,521.1771866665769
,orlando magic,1.75,0.5815290212659561,0.017675787215423122,12.282956070735025,0,-12.282956070735025,508.8942305958418
,phoenix suns,1.62,0.6042992691502148,-0.02103518397665194,0.0,0,-0.0,508.8942305958418
,atlanta hawks,2.96,0.4776953631762313,0.41397827500164464,25.44471152979209,0,-25.44471152979209,483.44951906604973
,los angeles lakers,3.62,0.33984932301385157,0.23025454931014266,24.172475953302488,0,-24.172475953302488,459.27704311274726
,milwaukee bucks,1.61,0.5885241115769704,-0.05247618036107765,0.0,0,-0.0,459.27704311274726
,new orleans pelicans,1.33,0.7326141566373335,-0.025623171672346345,0.0,1,0.0,459.27704311274726
,golden state warriors,2.24,0.6248665833218081,0.3997011466408503,22.963852155637365,1,28.475176672990337,487.7522197857376
,oklahoma city thunder,1.97,0.5387288069798792,0.061295749750362116,24.387610989286884,0,-24.387610989286884,463.36460879645074
,indiana pacers,2.19,0.4627006906089434,0.013314512433586168,5.184431802608516,1,6.169473845104133,469.53408264155485
,boston celtics,1.31,0.7701001984066917,0.008831259912766232,13.37605652164461,1,4.14657752170983,473.6806601632647
,toronto raptors,2.18,0.43872024966407325,-0.043589855732320326,0.0,0,-0.0,473.6806601632647
,san antonio spurs,2.32,0.42196933937109227,-0.021031132659065976,0.0,1,0.0,473.6806601632647
,dallas mavericks,1.16,0.8180635721619876,-0.0510462562920945,0.0,1,0.0,473.6806601632647
,orlando magic,2.28,0.5752316166672666,0.31152808600136783,23.684033008163237,0,-23.684033008163237,449.99662715510146
,los angeles lakers,2.63,0.4430300955223051,0.16516915122366238,22.499831357755074,1,36.67472511314077,486.67135226824223
,phoenix suns,1.92,0.5435210701266389,0.04356045464314662,23.043071050651736,0,-23.043071050651736,463.6282812175905
,chicago bulls,1.27,0.7206899936804124,-0.0847237080258762,0.0,1,0.0,463.6282812175905
,minnesota timberwolves,3.04,0.31092653876915594,-0.054783322141765844,0.0,0,-0.0,463.6282812175905
,new orleans pelicans,1.8,0.6062623082604568,0.09127215486882223,23.181414060879526,1,18.545131248703623,482.1734124662941
,denver nuggets,1.48,0.6309443804752102,-0.06620231689668893,0.0,1,0.0,482.1734124662941
,golden state warriors,1.8,0.6494509052234816,0.16901162940226688,24.10867062331471,1,19.28693649865177,501.46034896494587
,sacramento kings,1.53,0.5824132731417169,-0.10890769209317319,0.0,1,0.0,501.46034896494587
,indiana pacers,1.97,0.5284184028962808,0.04098425370567327,21.18760635599463,1,20.551978165314793,522.0123271302607
,brooklyn nets,1.36,0.6974456761729768,-0.05147388040475148,0.0,1,0.0,522.0123271302607
,cleveland cavaliers,1.75,0.5099745271100726,-0.1075445775573729,0.0,1,0.0,522.0123271302607
,new york knicks,1.53,0.648609620836868,-0.007627280119591906,0.0,1,0.0,522.0123271302607
,san antonio spurs,2.98,0.29809837320114535,-0.11166684786058689,0.0,0,-0.0,522.0123271302607
,new orleans pelicans,2.76,0.36363201319230476,0.003624356410761087,1.0749765479152695,0,-1.0749765479152695,520.9373505823454
,minnesota timberwolves,1.31,0.7709046286058852,0.009885063473709599,16.61128637526643,0,-16.61128637526643,504.32606420707896
,philadelphia 76ers,1.62,0.6591512296638383,0.06782499205541814,25.21630321035395,1,15.634107990419452,519.9601721974984
,miami heat,2.24,0.4604892399567055,0.0314958975030204,13.20694539450423,1,16.376612289185246,536.3367844866837
,memphis grizzlies,1.51,0.7429130547156926,0.1217987126206958,26.816839224334185,1,13.676588004410435,550.0133724910941
,milwaukee bucks,1.62,0.7406348072915555,0.19982838781231999,27.500668624554706,0,-27.500668624554706,522.5127038665394
,new york knicks,1.64,0.621954840912039,0.02000593909574394,16.333370828603872,1,10.453357330306476,532.9660611968459
,los angeles lakers,1.93,0.6001518215372698,0.15829301556693065,26.648303059842295,1,24.782921845653334,557.7489830424993
,cleveland cavaliers,1.53,0.7077785419989648,0.08290116925841623,27.887449152124965,1,14.780348050626232,572.5293310931255
,indiana pacers,1.94,0.5897236769496488,0.1440639332823186,28.626466554656275,1,26.9088785613769,599.4382096545024
,new orleans pelicans,2.42,0.39026780343716416,-0.05555191568206275,0.0,0,-0.0,599.4382096545024
,brooklyn nets,1.08,0.8514065267655493,-0.08048095109320672,0.0,1,0.0,599.4382096545024
,dallas mavericks,1.3,0.6849223428368828,-0.10960095431205233,0.0,1,0.0,599.4382096545024
,minnesota timberwolves,2.3,0.42968784398104287,-0.011717958843601495,0.0,1,0.0,599.4382096545024
,golden state warriors,1.74,0.6611704308700191,0.1504365497138333,29.97191048272512,1,22.17921375721659,621.6174234117191
,detroit pistons,3.82,0.2924224674418697,0.11705382562794231,25.802374995505726,0,-25.802374995505726,595.8150484162134
,los angeles clippers,1.83,0.5812348865496901,0.06365984238593297,29.79075242081067,0,-29.79075242081067,566.0242959954027
,washington wizards,3.17,0.3320161088009162,0.052491064898904316,13.691805555507516,0,-13.691805555507516,552.3324904398952
,oklahoma city thunder,4.53,0.32269363570610926,0.46180216974867494,27.616624521994762,1,97.48668456264151,649.8191750025367
,utah jazz,1.56,0.6182178887745214,-0.03558009351174651,0.0,0,-0.0,649.8191750025367
,memphis grizzlies,1.31,0.7394528057499241,-0.03131682446759937,0.0,1,0.0,649.8191750025367
,phoenix suns,2.54,0.39169228390134847,-0.005101598890574821,0.0,0,-0.0,649.8191750025367
,orlando magic,1.89,0.5584855128743537,0.055537619332528376,32.490958750126836,1,28.91695328761288,678.7361282901495
,philadelphia 76ers,1.45,0.6962816389287207,0.009608376446645028,14.492338285666914,1,6.521552228550111,685.2576805186997
,new york knicks,1.18,0.7869397900238508,-0.07141104777185606,0.0,1,0.0,685.2576805186997
,milwaukee bucks,2.54,0.4931188878134106,0.252521975046063,34.26288402593499,1,52.76484139993988,738.0225219186395
,chicago bulls,2.48,0.3656357633894401,-0.09322330679418867,0.0,1,0.0,738.0225219186395
,minnesota timberwolves,1.91,0.6708547484292636,0.2813325694998935,36.90112609593198,1,33.5800247472981,771.6025466659377
,new orleans pelicans,1.32,0.8538858949626005,0.12712938135063268,38.580127333296886,1,12.345640746655006,783.9481874125927
,golden state warriors,1.33,0.7787109842784248,0.03568560909030499,39.197409370629636,0,-39.197409370629636,744.750778041963
,los angeles lakers,3.47,0.5031728335089762,0.7460097322761476,37.23753890209815,1,91.97672108818244,836.7274991301455
,sacramento kings,1.74,0.6618555887213264,0.151628724375108,41.83637495650728,0,-41.83637495650728,794.8911241736382
,orlando magic,2.98,0.34553308643270164,0.02968859756945086,11.918789240969463,0,-11.918789240969463,782.9723349326688
,dallas mavericks,2.14,0.5552367185605677,0.1882065777196149,39.148616746633444,0,-39.148616746633444,743.8237181860353
,houston rockets,2.95,0.38048962092103134,0.12244438171704253,37.191185909301765,0,-37.191185909301765,706.6325322767335
,denver nuggets,1.49,0.6582701620713757,-0.01917745851365027,0.0,1,0.0,706.6325322767335
,indiana pacers,1.75,0.6769040051424577,0.1845820089993011,35.331626613836676,1,26.498719960377507,733.131252237111
,philadelphia 76ers,1.43,0.6927988483163171,-0.009297646907666601,0.0,0,-0.0,733.131252237111
,new york knicks,2.27,0.562648652108723,0.27721244028680114,36.65656261185555,1,46.55383451705655,779.6850867541675
,milwaukee bucks,1.17,0.7732262887375517,-0.09532524217706453,0.0,0,-0.0,779.6850867541675
,san antonio spurs,1.74,0.5904716878679894,0.02742073689030161,28.891269758348667,1,21.37953962117801,801.0646263753455
,new orleans pelicans,2.36,0.5454832948377286,0.2873405758170394,40.053231318767274,0,-40.053231318767274,761.0113950565782
,los angeles clippers,2.56,0.3710214680778658,-0.050185041720663515,0.0,0,-0.0,761.0113950565782
,denver nuggets,1.43,0.6782318357767386,-0.030128474839263786,0.0,1,0.0,761.0113950565782
,phoenix suns,1.82,0.628216377822049,0.14335380763612915,38.05056975282891,0,-38.05056975282891,722.9608253037493
,los angeles lakers,2.05,0.6076963695507994,0.24577755757913866,36.148041265187466,1,37.95544332844683,760.9162686321961
,san antonio spurs,6.83,0.28929333747657165,0.9758734949649843,38.04581343160981,0,-38.04581343160981,722.8704552005863
,chicago bulls,1.98,0.586259291986844,0.1607933981339511,36.14352276002932,1,35.420652304828735,758.2911075054151
,new orleans pelicans,3.51,0.40101210912727814,0.4075525030367463,37.91455537527076,0,-37.91455537527076,720.3765521301443
,golden state warriors,1.33,0.7247435023126356,-0.036091141924194575,0.0,0,-0.0,720.3765521301443
,los angeles lakers,3.14,0.36490102747784875,0.14578922628044522,36.018827606507216,1,77.08029107792545,797.4568432080698
,philadelphia 76ers,1.39,0.6787782132352614,-0.05649828360298664,0.0,1,0.0,797.4568432080698
,toronto raptors,1.58,0.6267749360666071,-0.009695601014760802,0.0,1,0.0,797.4568432080698
,indiana pacers,1.41,0.7431008045968465,0.04777213448155343,39.87284216040349,1,16.34786528576543,813.8047084938353
,memphis grizzlies,1.39,0.8418800722008702,0.17021330035920956,40.690235424691764,1,15.869191815629783,829.673900309465
,minnesota timberwolves,1.54,0.6543220496288545,0.007655956428436028,11.76286524181452,1,6.3519472305798415,836.0258475400449
,dallas mavericks,2.26,0.5086651884467498,0.1495833258896544,41.80129237700225,0,-41.80129237700225,794.2245551630426
,phoenix suns,2.7,0.5699773765367805,0.5389389166493074,39.711227758152134,0,-39.711227758152134,754.5133274048904
,los angeles clippers,1.66,0.6350689679367685,0.05421448677503565,37.725666370244525,0,-37.725666370244525,716.7876610346459
,new orleans pelicans,1.91,0.6127151793522864,0.17028599256286692,35.8393830517323,1,32.613838577076386,749.4014996117223
,boston celtics,1.22,0.7547879445643765,-0.07915870763146071,0.0,1,0.0,749.4014996117223
,new york knicks,1.81,0.6035264410347554,0.09238285827290726,37.47007498058612,0,-37.47007498058612,711.9314246311362
,memphis grizzlies,1.15,0.8554945873768558,-0.01618122451661591,0.0,1,0.0,711.9314246311362
,los angeles lakers,5.27,0.21530160583802085,0.13463946276636973,22.448258674199632,0,-22.448258674199632,689.4831659569365
,orlando magic,2.82,0.31489513819532666,-0.11199571028917887,0.0,0,-0.0,689.4831659569365
,miami heat,1.73,0.708749864565678,0.2261372656986229,34.47415829784683,1,25.166135557428184,714.6493015143648
,philadelphia 76ers,1.05,0.8244047316830571,-0.13437503173279006,0.0,1,0.0,714.6493015143648
,charlotte hornets,3.11,0.3239134924937285,0.007370961655495778,2.496517819236599,0,-2.496517819236599,712.1527836951282
,phoenix suns,4.65,0.32831143439119204,0.5266481699190432,35.60763918475641,1,129.9678830243609,842.120666719489
,orlando magic,3.24,0.38536574729068274,0.24858502122181214,42.10603333597445,1,94.31751467258277,936.4381813920718
,minnesota timberwolves,1.38,0.643836096291438,-0.11150618711781562,0.0,0,-0.0,936.4381813920718
,washington wizards,1.88,0.5525883251611694,0.03886605130299842,41.35869818189864,1,36.395654400070796,972.8338357921426
,new orleans pelicans,3.61,0.36563628427795175,0.3199469862434057,48.64169178960714,0,-48.64169178960714,924.1921440025355
,new york knicks,1.46,0.6338918494697784,-0.0745178997741236,0.0,1,0.0,924.1921440025355
,memphis grizzlies,1.07,0.8572818693289405,-0.08270839981803366,0.0,1,0.0,924.1921440025355
,phoenix suns,6.55,0.26913706714256996,0.762847789783833,46.20960720012678,0,-46.20960720012678,877.9825368024087
,sacramento kings,1.21,0.8285582443918306,0.002555475714114963,10.68410976293144,1,2.243663050215602,880.2261998526243
,oklahoma city thunder,3.92,0.24772046065494743,-0.02893579423260606,0.0,1,0.0,880.2261998526243
,brooklyn nets,1.83,0.58697867748454,0.07417097979670828,44.01130999263122,0,-44.01130999263122,836.214889859993
,milwaukee bucks,2.61,0.3696039060783405,-0.035333805135531415,0.0,0,-0.0,836.214889859993
,charlotte hornets,3.11,0.3256476497475914,0.012764190715009227,5.058581200428145,0,-5.058581200428145,831.1563086595648
,los angeles lakers,2.02,0.5297601414351384,0.07011548569897952,41.557815432978245,0,-41.557815432978245,789.5984932265866
,cleveland cavaliers,1.76,0.6493284666883049,0.14281810137141665,39.479924661329335,1,30.004742742610294,819.6032359691969
,new orleans pelicans,1.4,0.6897062114063581,-0.03441130403109871,0.0,1,0.0,819.6032359691969
,indiana pacers,2.16,0.5957530404916113,0.2868265674618804,40.98016179845985,0,-40.98016179845985,778.623074170737
,washington wizards,2.17,0.49966597317124456,0.08427516178160055,38.931153708536854,0,-38.931153708536854,739.6919204622002
,san antonio spurs,3.46,0.37776983706659983,0.30708363625043544,36.98459602311001,0,-36.98459602311001,702.7073244390901
,chicago bulls,1.48,0.6451498155429111,-0.04517827299649163,0.0,0,-0.0,702.7073244390901
,phoenix suns,2.67,0.37981039739543343,0.014093761045807285,5.930412644181503,0,-5.930412644181503,696.7769117949086
,utah jazz,1.41,0.6898016359400326,-0.027379693324554033,0.0,1,0.0,696.7769117949086
,denver nuggets,2.4,0.5463369944060844,0.3112087865746025,34.83884558974543,1,48.7743838256436,745.5512956205522
,sacramento kings,1.2,0.8239327354310297,-0.011280717482764352,0.0,1,0.0,745.5512956205522
,milwaukee bucks,2.22,0.3921607849536931,-0.12940305740280122,0.0,0,-0.0,745.5512956205522
,boston celtics,1.26,0.7278868156390015,-0.08286261229485811,0.0,1,0.0,745.5512956205522
,indiana pacers,3.18,0.4416077576794204,0.404312669420557,37.277564781027614,0,-37.277564781027614,708.2737308395245
,atlanta hawks,3.01,0.3916763627457982,0.17894585186485246,35.413686541976226,1,71.18150994937221,779.4552407888967
,minnesota timberwolves,2.32,0.4963269632700478,0.15147855478651084,38.97276203944484,1,51.44404589206718,830.8992866809639
,utah jazz,3.03,0.5094130124028287,0.5435214275805706,41.544964334048196,0,-41.544964334048196,789.3543223469156
,dallas mavericks,2.12,0.5704640893721316,0.20938386946891896,39.46771611734579,0,-39.46771611734579,749.8866062295699
,detroit pistons,3.3,0.2777912004637514,-0.08328903846962044,0.0,0,-0.0,749.8866062295699
,los angeles clippers,1.19,0.7570689717357124,-0.09908792363450228,0.0,1,0.0,749.8866062295699
,chicago bulls,2.61,0.5500365207330188,0.43559531911317895,37.4943303114785,1,60.36587180148038,810.2524780310503
,brooklyn nets,1.48,0.7667922450602802,0.13485252268921472,40.512623901552516,0,-40.512623901552516,769.7398541294978
,san antonio spurs,2.9,0.3087446050212724,-0.1046406454383102,0.0,0,-0.0,769.7398541294978
,denver nuggets,1.17,0.806300734449136,-0.05662814069451097,0.0,1,0.0,769.7398541294978
,dallas mavericks,3.68,0.563804741361129,1.0748014482089547,38.486992706474894,0,-38.486992706474894,731.2528614230229
,los angeles lakers,2.42,0.48344858521888867,0.16994557622971052,36.56264307115114,0,-36.56264307115114,694.6902183518717
,boston celtics,1.25,0.719800714576092,-0.10024910677988505,0.0,1,0.0,694.6902183518717
,milwaukee bucks,1.41,0.665344700307271,-0.06186397256674797,0.0,1,0.0,694.6902183518717
,new orleans pelicans,3.0,0.453510027284545,0.3605300818536349,34.73451091759359,0,-34.73451091759359,659.9557074342781
,new york knicks,1.74,0.7214828694116335,0.25538019277624235,32.99778537171391,0,-32.99778537171391,626.9579220625642
,washington wizards,2.14,0.5703736387392814,0.22059958690206216,31.34789610312821,0,-31.34789610312821,595.610025959436
,minnesota timberwolves,1.53,0.646404600941122,-0.011000960560083373,0.0,0,-0.0,595.610025959436
,phoenix suns,5.07,0.21432162790267953,0.08661065346658525,12.674735518328392,0,-12.674735518328392,582.9352904411077
,los angeles lakers,1.3,0.8056021827682769,0.04728283759875998,29.146764522055385,1,8.744029356616617,591.6793197977242
,milwaukee bucks,1.75,0.6712685883457011,0.174720029604977,29.583965989886213,1,22.18797449241466,613.867294290139
,brooklyn nets,1.64,0.7078585387353363,0.1608880035259515,30.69336471450695,0,-30.69336471450695,583.173929575632
,denver nuggets,1.37,0.748552324299074,0.025516684289731528,29.1586964787816,1,10.788717697149195,593.9626472727812
,philadelphia 76ers,1.85,0.5524389112433796,0.022011985800252376,15.381526303116198,1,13.074297357648769,607.03694463043
,new york knicks,1.43,0.7396720667710572,0.057731055482611815,30.3518472315215,0,-30.3518472315215,576.6850973989085
,dallas mavericks,1.68,0.6499155398654307,0.09185810697392355,28.834254869945426,0,-28.834254869945426,547.8508425289631
,houston rockets,2.1,0.4635774928659652,-0.026487264981472913,0.0,0,-0.0,547.8508425289631
,cleveland cavaliers,3.2,0.33651420637358886,0.07684546039548446,19.136295555541917,0,-19.136295555541917,528.7145469734212
,new orleans pelicans,2.21,0.6276759372600816,0.38716382134478045,26.43572734867106,0,-26.43572734867106,502.27881962475016
,oklahoma city thunder,1.53,0.6742522621358807,0.03160596106789754,25.11394098123751,1,13.31038872005588,515.589208344806
,los angeles clippers,3.48,0.38577705828232106,0.3425041628224772,25.7794604172403,0,-25.7794604172403,489.8097479275657
,minnesota timberwolves,3.9,0.23569630360863242,-0.08078441592633367,0.0,0,-0.0,489.8097479275657
,detroit pistons,3.11,0.33176058237284,0.03177541117953242,7.376258834190298,0,-7.376258834190298,482.4334890933754
,boston celtics,1.3,0.7906952430540594,0.02790381597027719,24.12167445466877,1,7.2365023364006325,489.669991429776
,minnesota timberwolves,2.35,0.670706821908816,0.5761610314857177,24.483499571488803,1,33.052724421509886,522.7227158512859
,phoenix suns,2.16,0.43697918884468456,-0.056124952095481295,0.0,1,0.0,522.7227158512859
,philadelphia 76ers,1.69,0.6577786597595455,0.1116459349936319,26.136135792564296,1,18.03393369686936,540.7566495481552
,new orleans pelicans,1.82,0.5718169060746013,0.04070676905577447,26.844458595769666,0,-26.844458595769666,513.9121909523856
,new york knicks,2.19,0.4260160647673379,-0.0670248181595301,0.0,0,-0.0,513.9121909523856
,golden state warriors,4.4,0.3115494310207319,0.37081749649122053,25.69560954761928,1,87.36507246190557,601.2772634142912
,dallas mavericks,2.0,0.5307435781786697,0.06148715635733937,30.06386317071456,1,30.06386317071456,631.3411265850057
,san antonio spurs,3.21,0.382367129309594,0.2273984850837968,31.567056329250285,0,-31.567056329250285,599.7740702557554
,denver nuggets,1.27,0.7414851782845175,-0.058313823578662716,0.0,1,0.0,599.7740702557554
,brooklyn nets,2.46,0.5269921442011011,0.29640067473470866,29.988703512787772,1,43.783507128670145,643.5575773844256
,los angeles lakers,2.76,0.3674978317645556,0.01429401567017341,5.226717099881714,1,9.199022095791817,652.7565994802175
,oklahoma city thunder,2.5,0.43593185448200733,0.08982963620501827,32.63782997401088,0,-32.63782997401088,620.1187695062066
,boston celtics,1.6,0.592012827323172,-0.05277947628292484,0.0,1,0.0,620.1187695062066
,orlando magic,2.82,0.3648087213893803,0.028760594318052335,9.799441955372425,0,-9.799441955372425,610.3193275508341
,atlanta hawks,1.28,0.7794226799025659,-0.0023389697247156727,0.0,0,-0.0,610.3193275508341
,cleveland cavaliers,1.61,0.604596804977846,-0.026599143985667928,0.0,1,0.0,610.3193275508341
,minnesota timberwolves,1.25,0.8492948907315366,0.06161861341442079,30.51596637754171,1,7.628991594385427,617.9483191452196
,phoenix suns,1.61,0.642795308222285,0.03490044623787897,30.89741595726098,1,18.8474237339292,636.7957428791487
,philadelphia 76ers,2.3,0.44837395558210424,0.03126009783883965,15.312536327506747,1,19.906297225758767,656.7020401049075
,new orleans pelicans,3.1,0.36626557319534814,0.1354232769055792,32.835102005245375,0,-32.835102005245375,623.8669380996621
,new york knicks,1.94,0.5442607331761433,0.055865822361718,31.193346904983105,0,-31.193346904983105,592.673591194679
,dallas mavericks,1.72,0.6549855059957552,0.126575070312699,29.633679559733952,0,-29.633679559733952,563.039911634945
,denver nuggets,1.53,0.6932765887301803,0.060713180757175855,28.151995581747254,0,-28.151995581747254,534.8879160531978
,phoenix suns,3.55,0.3555181301213696,0.2620893619308622,26.744395802659895,1,68.19820929678272,603.0861253499805
,brooklyn nets,3.13,0.4838491281132799,0.5144477709945661,30.154306267499027,1,64.22867234977292,667.3147976997534
,los angeles lakers,2.62,0.4509478852139365,0.18148345926051357,33.36573988498767,1,54.05249861368003,721.3672963134334
,detroit pistons,4.42,0.30232082259995485,0.3362580358918005,36.06836481567167,0,-36.06836481567167,685.2989314977617
,boston celtics,1.3,0.6882212831858174,-0.1053123318584373,0.0,0,-0.0,685.2989314977617
,chicago bulls,1.78,0.5484820986312954,-0.023701864436294184,0.0,1,0.0,685.2989314977617
,minnesota timberwolves,1.36,0.7233999674122743,-0.01617604431930686,0.0,0,-0.0,685.2989314977617
,utah jazz,1.23,0.7456580863051053,-0.08284055384472047,0.0,1,0.0,685.2989314977617
,san antonio spurs,3.43,0.300768798739001,0.03163697967477341,8.922135130427417,0,-8.922135130427417,676.3767963673344
,memphis grizzlies,2.2,0.5855268854831478,0.2881591480629253,33.81883981836672,0,-33.81883981836672,642.5579565489676
,new york knicks,2.12,0.5662382500291526,0.20042509006180365,32.12789782744838,1,35.98324556674219,678.5412021157098
,denver nuggets,1.64,0.5777550568900248,-0.05248170670035934,0.0,1,0.0,678.5412021157098
,washington wizards,3.05,0.3473090106826499,0.059292482582082195,19.625557272034555,1,40.23239240767084,718.7735945233807
,phoenix suns,1.29,0.7683360356821244,-0.008846513970059505,0.0,1,0.0,718.7735945233807
,los angeles lakers,2.32,0.6200764032646989,0.43857725557410143,35.938679726169035,0,-35.938679726169035,682.8349147972116
,orlando magic,1.45,0.6183194390102227,-0.10343681343517713,0.0,1,0.0,682.8349147972116
,brooklyn nets,3.08,0.364537408538958,0.12277521829999061,34.14174573986058,0,-34.14174573986058,648.693169057351
,washington wizards,1.71,0.65747681097557,0.12428534676822467,32.43465845286755,1,23.028607501535962,671.721776558887
,denver nuggets,5.02,0.4801353814336124,1.410279614796734,33.58608882794435,0,-33.58608882794435,638.1356877309427
,new orleans pelicans,1.64,0.6461744911497475,0.059726165485585736,31.906784386547134,0,-31.906784386547134,606.2289033443956
,oklahoma city thunder,1.87,0.633115866583653,0.1839266705114313,30.31144516721978,0,-30.31144516721978,575.9174581771758
,memphis grizzlies,2.11,0.5824593625588413,0.22898925499915512,28.795872908858794,0,-28.795872908858794,547.1215852683171
,utah jazz,2.24,0.5187021202787017,0.16189274942429188,27.356079263415854,0,-27.356079263415854,519.7655060049012
,sacramento kings,1.61,0.7262706127245128,0.16929568648646565,25.988275300245064,0,-25.988275300245064,493.7772307046562
,los angeles lakers,1.28,0.684800342762912,-0.1234555612634726,0.0,1,0.0,493.7772307046562
,new york knicks,3.45,0.2820319153351588,-0.02698989209370206,0.0,1,0.0,493.7772307046562
,brooklyn nets,1.24,0.8457746349724573,0.04876054736584706,24.68886153523281,0,-24.68886153523281,469.08836916942334
,chicago bulls,1.54,0.612390496561531,-0.05691863529524227,0.0,0,-0.0,469.08836916942334
,cleveland cavaliers,1.22,0.776217366235068,-0.053014813193217075,0.0,1,0.0,469.08836916942334
,phoenix suns,1.76,0.6020675565093142,0.059638899456393,23.454418458471167,0,-23.454418458471167,445.63395071095215
,san antonio spurs,5.75,0.1852223938756663,0.06502876478508124,6.100847444427156,0,-6.100847444427156,439.533103266525
,indiana pacers,2.84,0.40013206450025907,0.13637506318073567,21.976655163326253,0,-21.976655163326253,417.55644810319876
,miami heat,1.25,0.7482284972863065,-0.06471437839211691,0.0,1,0.0,417.55644810319876
,oklahoma city thunder,1.81,0.6163357597787567,0.11556772519954955,20.87782240515994,1,16.91103614817955,434.4674842513783
,golden state warriors,1.52,0.6078925990468346,-0.07600324944881143,0.0,1,0.0,434.4674842513783
,philadelphia 76ers,1.62,0.5586122155616341,-0.09504821079015269,0.0,1,0.0,434.4674842513783
,brooklyn nets,1.83,0.6226809011127166,0.1395060490362714,21.723374212568917,1,18.0304005964322,452.4978848478105
,detroit pistons,1.4,0.6382325796065783,-0.10647438855079044,0.0,0,-0.0,452.4978848478105
,atlanta hawks,1.75,0.610548383939954,0.06845967189491953,22.624894242390525,0,-22.624894242390525,429.87299060542
,minnesota timberwolves,1.88,0.5635030734994688,0.059385778179001314,21.493649530271,1,18.91441158663848,448.7874021920585
,washington wizards,2.58,0.3879884176812168,0.001010117617539219,0.2869164946100363,1,0.4533280614838574,449.2407302535423
,phoenix suns,1.41,0.6710365223376258,-0.0538385035039477,0.0,1,0.0,449.2407302535423
,boston celtics,1.27,0.7709077114317086,-0.020947206481730124,0.0,1,0.0,449.2407302535423
,dallas mavericks,3.07,0.4151910658471515,0.274636572150755,22.462036512677116,0,-22.462036512677116,426.7786937408652
,portland trail blazers,1.61,0.607187427520396,-0.0224282416921624,0.0,0,-0.0,426.7786937408652
,miami heat,1.38,0.5793321484021229,-0.2005216352050705,0.0,0,-0.0,426.7786937408652
,memphis grizzlies,1.24,0.7608762121291068,-0.05651349695990754,0.0,1,0.0,426.7786937408652
,los angeles clippers,4.8,0.4053671020393988,0.9457620897891141,21.338934687043263,0,-21.338934687043263,405.43975905382194
