date,team,odds,prob,ev,stake,won,gain,bankroll
,new orleans pelicans,4.4,0.2837846676876833,0.24865253782580654,20.2719879526911,0,-20.2719879526911,385.1677711011308
,philadelphia 76ers,1.2,0.7817359122066113,-0.061916905352066454,0.0,0,-0.0,385.1677711011308
,los angeles lakers,3.58,0.2710310670259472,-0.029708780047108974,0.0,0,-0.0,385.1677711011308
,minnesota timberwolves,1.88,0.5506747567849087,0.03526854275562835,15.436711367238987,0,-15.436711367238987,369.7310597338918
,oklahoma city thunder,2.5,0.6145429976734686,0.5363574941836716,18.48655298669459,0,-18.48655298669459,351.2445067471972
,washington wizards,1.45,0.6533427686951981,-0.052652985391962726,0.0,1,0.0,351.2445067471972
,dallas mavericks,1.18,0.7952417299192408,-0.061614758695295896,0.0,1,0.0,351.2445067471972
,phoenix suns,1.7,0.7097929526760688,0.20664801954931689,17.56222533735986,1,12.2935577361519,363.5380644833491
,atlanta hawks,2.47,0.4975133264236892,0.2288579162665123,18.176903224167457,0,-18.176903224167457,345.36116125918164
,cleveland cavaliers,1.51,0.6286993186215787,-0.05066402888141619,0.0,0,-0.0,345.36116125918164
,new york knicks,1.69,0.6675022404766475,0.12807878640553427,17.26805806295908,0,-17.26805806295908,328.09310319622256
,chicago bulls,2.14,0.6132331362722621,0.3123189116226409,16.404655159811128,0,-16.404655159811128,311.68844803641144
,milwaukee bucks,1.14,0.8003305588072156,-0.08762316295977429,0.0,1,0.0,311.68844803641144
,denver nuggets,1.26,0.7764195386551558,-0.0217113812945037,0.0,1,0.0,311.68844803641144
,detroit pistons,4.18,0.3347397459414874,0.3992121380354172,15.584422401820573,0,-15.584422401820573,296.10402563459087
,philadelphia 76ers,1.18,0.7692331504590023,-0.09230488245837731,0.0,1,0.0,296.10402563459087
,memphis grizzlies,1.38,0.7980725527883237,0.10134012284788657,14.805201281729545,0,-14.805201281729545,281.29882435286135
,brooklyn nets,3.68,0.3592424351481477,0.3220121613451835,14.064941217643067,0,-14.064941217643067,267.23388313521826
,oklahoma city thunder,1.39,0.7130975817566911,-0.008794361358199387,0.0,0,-0.0,267.23388313521826
,minnesota timberwolves,2.47,0.5716456960868164,0.41196486933443655,13.361694156760914,1,19.641690410438546,286.87557354565683
,sacramento kings,1.28,0.7046707428450943,-0.09802144915827923,0.0,1,0.0,286.87557354565683
,utah jazz,1.65,0.6813290127665848,0.12419287106486476,14.343778677282842,1,9.323456140233846,296.1990296858907
,phoenix suns,1.75,0.7020390029996774,0.22856825524943536,14.809951484294537,0,-14.809951484294537,281.3890782015962
,indiana pacers,2.06,0.4505860323156688,-0.07179277342972229,0.0,0,-0.0,281.3890782015962
,memphis grizzlies,2.79,0.4896469048671311,0.36611486457929565,14.06945391007981,0,-14.06945391007981,267.3196242915164
,new york knicks,2.06,0.526895259583064,0.08540423474111192,13.36598121457582,1,14.16794008745037,281.48756437896674
,chicago bulls,1.35,0.7239085787875463,-0.022723418636812376,0.0,1,0.0,281.48756437896674
,dallas mavericks,1.46,0.5980644799485697,-0.12682585927508827,0.0,1,0.0,281.48756437896674
,denver nuggets,1.33,0.6557783291021103,-0.12781482229419325,0.0,1,0.0,281.48756437896674
,milwaukee bucks,1.5,0.7133106128890317,0.06996591933354762,14.074378218948338,1,7.037189109474169,288.5247534884409
,detroit pistons,1.88,0.5051717216447482,-0.05027716330787341,0.0,1,0.0,288.5247534884409
,sacramento kings,1.74,0.5865702419585972,0.02063222100795914,8.044468216541139,0,-8.044468216541139,280.4802852718998
,washington wizards,1.48,0.697390063795484,0.032137294417316276,14.02401426359499,0,-14.02401426359499,266.4562710083048
,phoenix suns,4.15,0.2570908911568498,0.06692719830092675,5.661324345491521,1,17.833171688298293,284.2894426966031
,houston rockets,3.13,0.3521001818910479,0.10207356931897993,13.623679875937038,0,-13.623679875937038,270.66576282066603
,minnesota timberwolves,1.41,0.6967123190448599,-0.017635630146747627,0.0,0,-0.0,270.66576282066603
,philadelphia 76ers,1.15,0.781814352886676,-0.10091349418032267,0.0,1,0.0,270.66576282066603
,utah jazz,1.75,0.6230129095335282,0.0902725916836743,13.533288141033303,0,-13.533288141033303,257.1324746796327
,brooklyn nets,1.83,0.6779172376226424,0.2405885448494357,12.856623733981635,1,10.670997699204758,267.80347237883745
,phoenix suns,1.46,0.6133056879311674,-0.10457369562049568,0.0,1,0.0,267.80347237883745
,new york knicks,2.06,0.5993684075498387,0.23469891955266764,13.390173618941873,0,-13.390173618941873,254.41329875989558
,chicago bulls,1.6,0.6388158314901589,0.022105330384254218,9.373150038725775,1,5.623890023235466,260.03718878313106
,miami heat,2.78,0.3126236068453968,-0.1309063729697969,0.0,0,-0.0,260.03718878313106
,new orleans pelicans,1.79,0.5734891362219472,0.026545553837285518,8.737761005745549,1,6.902831194538984,266.94001997767003
,oklahoma city thunder,1.19,0.8248841398611433,-0.01838787356523955,0.0,1,0.0,266.94001997767003
,dallas mavericks,4.42,0.28564163382334323,0.262536021499177,13.347000998883502,0,-13.347000998883502,253.59301897878652
,atlanta hawks,4.0,0.2709519344257372,0.08380773770294869,7.084352405957676,0,-7.084352405957676,246.50866657282884
,orlando magic,1.95,0.5583634592331939,0.08880874550472795,12.325433328641443,1,11.70916166220937,258.2178282350382
,cleveland cavaliers,1.47,0.6388675669151392,-0.06086467663474532,0.0,1,0.0,258.2178282350382
,new york knicks,2.33,0.4376099655201082,0.019631219661852217,3.811376621570271,1,5.069130906688461,263.2869591417267
,memphis grizzlies,1.73,0.7511093702751351,0.29941921057598375,13.164347957086335,0,-13.164347957086335,250.12261118464036
,denver nuggets,3.22,0.5062484775938961,0.6301200978523457,12.50613055923202,0,-12.50613055923202,237.61648062540834
,detroit pistons,4.13,0.24595180382987358,0.015780949817377876,1.1980235643870643,0,-1.1980235643870643,236.4184570610213
,washington wizards,2.2,0.5684966413364295,0.25069261094014506,11.820922853051066,0,-11.820922853051066,224.59753420797023
,brooklyn nets,3.32,0.6398903885482788,1.1244360899802857,11.229876710398512,0,-11.229876710398512,213.3676574975717
,chicago bulls,1.2,0.8014642909834495,-0.03824285081986062,0.0,1,0.0,213.3676574975717
,sacramento kings,1.32,0.6504095708616051,-0.1414593664626812,0.0,1,0.0,213.3676574975717
,dallas mavericks,3.63,0.39016798967396843,0.4163098025165055,10.668382874878587,1,28.057846960930682,241.4255044585024
,golden state warriors,1.59,0.6168881902702513,-0.01914777747030033,0.0,1,0.0,241.4255044585024
,portland trail blazers,2.35,0.41542463964856613,-0.02375209682586954,0.0,0,-0.0,241.4255044585024
,brooklyn nets,2.96,0.6225778819210873,0.8428305304864184,12.07127522292512,0,-12.07127522292512,229.35422923557726
,new orleans pelicans,1.79,0.6338950791809737,0.13467219173394285,11.467711461778864,1,9.059492054805302,238.41372129038257
,chicago bulls,4.08,0.3990663412524709,0.6281906723100814,11.92068606451913,0,-11.92068606451913,226.49303522586345
,minnesota timberwolves,3.44,0.30005241642827063,0.03218031251325093,2.9871379736241956,0,-2.9871379736241956,223.50589725223927
,oklahoma city thunder,2.88,0.4444857503777945,0.280118961088048,11.175294862611963,1,21.00955434171049,244.51545159394976
,cleveland cavaliers,1.22,0.8789070054686422,0.07226654667174345,12.22577257969749,1,2.6896699675334474,247.20512156148322
,washington wizards,1.57,0.7636376647739148,0.19891113369504632,12.360256078074162,1,7.045345964502273,254.2504675259855
,boston celtics,1.65,0.6222580090733463,0.026725714971021275,10.45388542515137,1,6.79502552634839,261.0454930523339
,miami heat,1.33,0.7899669021296934,0.05065597983249237,13.052274652616696,1,4.30725063536351,265.3527436876974
,toronto raptors,1.16,0.7604229508116781,-0.11790937705845346,0.0,1,0.0,265.3527436876974
,houston rockets,3.47,0.2590157843800494,-0.10121522820122852,0.0,0,-0.0,265.3527436876974
,minnesota timberwolves,3.38,0.4430872789372103,0.49763500280777073,13.26763718438487,1,31.57697649883599,296.92972018653336
,dallas mavericks,3.27,0.33752490137277696,0.10370642748898073,13.565427531210599,1,30.79352049584806,327.7232406823814
,denver nuggets,1.43,0.6048660832225263,-0.1350415009917874,0.0,0,-0.0,327.7232406823814
,phoenix suns,3.18,0.5073431906684235,0.6133513463255867,16.38616203411907,0,-16.38616203411907,311.3370786482623
,brooklyn nets,2.02,0.6451954117818482,0.30329473179933353,15.566853932413117,1,15.87819101106138,327.2152696593237
,los angeles lakers,3.39,0.41164453727688827,0.3954749813686512,16.36076348296619,0,-16.36076348296619,310.8545061763575
,detroit pistons,1.41,0.6023807588874653,-0.1506431299686739,0.0,1,0.0,310.8545061763575
,phoenix suns,2.03,0.5414388670924412,0.0991209001976554,15.542725308817877,1,16.00900706808241,326.8635132444399
,philadelphia 76ers,1.33,0.6789390368731022,-0.09701108095877403,0.0,1,0.0,326.8635132444399
,boston celtics,1.15,0.8668731468299538,-0.0030958811455532587,0.0,1,0.0,326.8635132444399
,utah jazz,3.32,0.3709620269139458,0.2315939293543,16.343175662221995,1,37.916167536355026,364.77968078079493
,miami heat,1.13,0.8646794866650633,-0.02291218006847852,0.0,1,0.0,364.77968078079493
,minnesota timberwolves,2.99,0.37449230443085324,0.11973199024825132,18.238984039039746,0,-18.238984039039746,346.5406967417552
,new orleans pelicans,2.08,0.5433123073222236,0.13008959923022512,17.327034837087762,0,-17.327034837087762,329.21366190466745
,portland trail blazers,1.65,0.5470564200651228,-0.09735690689254745,0.0,0,-0.0,329.21366190466745
,dallas mavericks,2.29,0.393956826161382,-0.0978388680904353,0.0,1,0.0,329.21366190466745
,brooklyn nets,1.92,0.5557025966742134,0.0669489856144897,16.460683095233374,0,-16.460683095233374,312.75297880943407
,denver nuggets,1.3,0.7586893346733236,-0.013703864924679343,0.0,1,0.0,312.75297880943407
,washington wizards,1.39,0.7392446693666219,0.02755009041960438,15.637648940471705,1,6.098683086783963,318.85166189621805
,san antonio spurs,5.57,0.16513021203637404,-0.08022471895739658,0.0,0,-0.0,318.85166189621805
,new york knicks,1.4,0.6363589120126296,-0.10909752318231858,0.0,1,0.0,318.85166189621805
,cleveland cavaliers,1.37,0.7718797099362893,0.057475202612716436,15.942583094810903,1,5.898755745080035,324.7504176412981
,golden state warriors,1.41,0.7037469502985523,-0.007716800079041353,0.0,0,-0.0,324.7504176412981
,sacramento kings,1.98,0.5463213992350621,0.0817163704854229,16.237520882064906,1,15.912770464423607,340.6631881057217
,boston celtics,1.56,0.7123778363497739,0.11130942470564736,17.033159405286085,1,9.53856926696021,350.2017573726819
,detroit pistons,5.3,0.20518994471521212,0.08750670699062424,7.126744783723944,0,-7.126744783723944,343.075012588958
,atlanta hawks,1.37,0.696208950675952,-0.04619373757394568,0.0,0,-0.0,343.075012588958
,cleveland cavaliers,1.03,0.9180997047554447,-0.05435730410189197,0.0,1,0.0,343.075012588958
,philadelphia 76ers,1.07,0.9072226272510888,-0.02927178884133491,0.0,1,0.0,343.075012588958
,new york knicks,1.62,0.596606688305595,-0.033497164944935987,0.0,1,0.0,343.075012588958
,chicago bulls,1.53,0.6473158592218791,-0.009606735390525034,0.0,0,-0.0,343.075012588958
,oklahoma city thunder,1.61,0.6719317335852507,0.08181009107225373,17.1537506294479,0,-17.1537506294479,325.92126195951005
,minnesota timberwolves,2.84,0.44443995786485396,0.2622094803361852,16.2960630979755,1,29.98475610027492,355.90601805978497
,golden state warriors,1.54,0.6187947735738082,-0.047056048696335395,0.0,1,0.0,355.90601805978497
,portland trail blazers,1.64,0.5747384497544097,-0.05742894240276819,0.0,1,0.0,355.90601805978497
,orlando magic,3.1,0.36433064982295765,0.12942501445116883,17.79530090298925,0,-17.79530090298925,338.1107171567957
,boston celtics,3.78,0.3931124711098155,0.48596514079510245,16.905535857839787,0,-16.905535857839787,321.20518129895595
,phoenix suns,1.66,0.6109540401000791,0.014183706566131327,6.902848544038493,1,4.555880039065404,325.76106133802136
,golden state warriors,3.4,0.4202398946431707,0.42881564178678033,16.288053066901067,0,-16.288053066901067,309.4730082711203
,portland trail blazers,1.92,0.5585042692736224,0.07232819700535498,15.473650413556015,0,-15.473650413556015,293.9993578575643
,charlotte hornets,1.43,0.6529998511453565,-0.06621021286214018,0.0,1,0.0,293.9993578575643
,chicago bulls,2.07,0.5692964004124839,0.1784435488538415,14.699967892878215,0,-14.699967892878215,279.2993899646861
,philadelphia 76ers,1.74,0.6585083849905372,0.14580458988353473,13.964969498234305,1,10.334077428693385,289.6334673933795
,new york knicks,2.29,0.46744667352266844,0.07045288236691072,14.481673369668975,1,18.68135864687298,308.31482604025246
,boston celtics,1.1,0.8840705708097045,-0.02752237210932494,0.0,1,0.0,308.31482604025246
,brooklyn nets,1.73,0.6063850759462117,0.049046181386946275,15.415741302012623,1,11.253491150469214,319.56831719072164
,utah jazz,4.45,0.261480691792968,0.16358907847870763,15.153010585571447,0,-15.153010585571447,304.4153066051502
,oklahoma city thunder,1.19,0.834862659608967,-0.006513435065329309,0.0,1,0.0,304.4153066051502
,denver nuggets,1.41,0.7524851326411919,0.06100403702408047,15.22076533025751,1,6.240513785405578,310.6558203905558
,new orleans pelicans,2.34,0.45829785841216314,0.07241698868446167,15.53279101952779,0,-15.53279101952779,295.123029371028
,chicago bulls,3.23,0.330647509426207,0.06799145544664864,8.998136458636873,0,-8.998136458636873,286.12489291239115
,minnesota timberwolves,1.55,0.6924821145985791,0.07334727762779764,14.306244645619557,0,-14.306244645619557,271.81864826677156
,phoenix suns,1.82,0.6214292225643593,0.13100118506713399,13.590932413338578,0,-13.590932413338578,258.227715853433
,denver nuggets,2.1,0.4663768871883376,-0.020608536904491048,0.0,1,0.0,258.227715853433
,boston celtics,1.26,0.7277089609560192,-0.08308670919541578,0.0,1,0.0,258.227715853433
,orlando magic,1.29,0.7766858479283999,0.001924743827635883,1.7138696628048542,1,0.49702220221340776,258.7247380556464
,philadelphia 76ers,1.58,0.6974452725186415,0.10196353057945368,12.936236902782321,1,7.503017403613747,266.22775545926015
,new orleans pelicans,2.39,0.4121337288315194,-0.01500038809266857,0.0,0,-0.0,266.22775545926015
,san antonio spurs,6.47,0.14241028525138624,-0.07860545442353106,0.0,0,-0.0,266.22775545926015
,golden state warriors,2.79,0.49385912562966383,0.37786696050676205,13.311387772963009,0,-13.311387772963009,252.91636768629715
,portland trail blazers,4.47,0.2537789549373892,0.13439192857012972,9.795365538995249,0,-9.795365538995249,243.1210021473019
,washington wizards,1.77,0.5814139594685627,0.02910270825935596,9.188934541837897,0,-9.188934541837897,233.932067605464
,milwaukee bucks,1.41,0.6556077694255734,-0.07559304510994153,0.0,1,0.0,233.932067605464
,minnesota timberwolves,1.31,0.7743263268042918,0.014367488113622318,10.841987744247083,0,-10.841987744247083,223.0900798612169
,oklahoma city thunder,3.79,0.41030557202008305,0.5550581179561147,11.154503993060846,0,-11.154503993060846,211.93557586815606
,brooklyn nets,1.98,0.5799403635110721,0.14828191975192284,10.596778793407804,0,-10.596778793407804,201.33879707474827
,golden state warriors,1.19,0.8253576652926984,-0.01782437830168898,0.0,1,0.0,201.33879707474827
,sacramento kings,2.75,0.3590189439106995,-0.012697904245576486,0.0,1,0.0,201.33879707474827
,detroit pistons,3.07,0.3662669017255695,0.12443938829749834,10.066939853737415,0,-10.066939853737415,191.27185722101086
,charlotte hornets,2.77,0.3416735270531296,-0.05356433006283101,0.0,1,0.0,191.27185722101086
,orlando magic,1.63,0.6769861075824304,0.10348735535936143,9.563592861050543,0,-9.563592861050543,181.7082643599603
,new york knicks,1.51,0.7145639737200721,0.07899160031730884,9.085413217998015,1,4.633560741178988,186.3418251011393
,memphis grizzlies,1.64,0.5682240692044267,-0.06811252650474026,0.0,1,0.0,186.3418251011393
,philadelphia 76ers,1.83,0.5644794653908679,0.032997421665288296,7.408192502098429,0,-7.408192502098429,178.9336325990409
,utah jazz,1.14,0.8342661867974293,-0.04893654705093073,0.0,1,0.0,178.9336325990409
,milwaukee bucks,1.61,0.7018014085586567,0.12990026777943736,8.946681629952044,1,5.4574757942707475,184.39110839331164
,brooklyn nets,2.91,0.4042550792605603,0.17638228064823058,9.219555419665582,0,-9.219555419665582,175.17155297364604
,washington wizards,2.48,0.5077431018483377,0.2592028925838775,8.758577648682303,0,-8.758577648682303,166.41297532496375
,dallas mavericks,1.46,0.6733987222529525,-0.016837865510689387,0.0,0,-0.0,166.41297532496375
,cleveland cavaliers,1.26,0.7321716721863619,-0.07746369304518397,0.0,1,0.0,166.41297532496375
,oklahoma city thunder,2.23,0.6458585867134012,0.44026464837088475,8.320648766248189,0,-8.320648766248189,158.09232655871557
,golden state warriors,1.67,0.6112285149564008,0.020751619977189384,4.896525197098791,1,3.2806718820561898,161.37299844077177
,portland trail blazers,1.16,0.7683275120383285,-0.108740086035539,0.0,1,0.0,161.37299844077177
,denver nuggets,1.51,0.6753905383897361,0.019839712968501455,6.277635235159499,1,3.2015939699313445,164.5745924107031
,detroit pistons,2.89,0.31486865434237443,-0.09002958895053781,0.0,0,-0.0,164.5745924107031
,philadelphia 76ers,1.39,0.6966767762853043,-0.03161928096342703,0.0,0,-0.0,164.5745924107031
